,Unnamed: 0,artist,genre,title,lyrics,word_num
4987,4987,Jennifer Lopez,pop,Louboutins,"Uh, uh, uh, uh, yeah Oh, oh, ah-ah-ah, radio killer Taking back my love (Taking back my love) Taking back my love (Taking back my love) Taking back my love (Taking back my love) Taking back my love (Taking back my love)  You said you'd change, but still nothing You're still the same, I'm just a part-time lover (Lover) And I'm the blame, should have went away (Away) But yet I stayed (I stayed), with a part-time lover  See, somedays you will love me Then you don't, then you do, then you won't Then you're here, then you're gone, I'm alone Now you got me stressing out on the phone  But it's the last time, I'm moving on I'm throwing on my Louboutins I'm throwing on my Louboutins I'm throwing on my Louboutins I'm throwing on my Louboutins I'm throwing on my Louboutins I'm throwing on my Louboutins I'm throwing on my Louboutins I'm throwing on my Louboutins I'm throwing on my Louboutins  I left the state (The state), changed everything No more 818 (18) for the part-time lover (Lover) What goes around comes back around And then you get what you deserve, you part-time lover (Yeah)  See, somedays you will love me Then you don't, then you do, then you won't Then you're here, then you're gone, I'm alone Now you got me stressing out on the phone  But it's the last time, I'm moving on I'm throwing on my Louboutins I'm throwing on my Louboutins I'm throwing on my Louboutins I'm throwing on my Louboutins I'm throwing on my Louboutins I'm throwing on my Louboutins I'm throwing on my Louboutins I'm throwing on my Louboutins I'm throwing on my Louboutins  Watch these red bottoms and the back of my jeans Watch me go, bye baby, don't know what you got until it's gone Tail lights is all you'll see Watch this Benz exit that driveway  I'm throwing on my Louboutins I'm throwing on my Louboutins I'm throwing on my Louboutins I'm throwing on my Louboutins I'm throwing on my Louboutins I'm throwing on my Louboutins I'm throwing on my Louboutins I'm throwing on my Louboutins  Watch me walk it out, walk it out, walk it out Walk this right up out the house Walk it out, boy, watch me walk it out Uh, walk it out, walk this right up out the house  I'm throwing on my Louboutins (Out the house) I'm throwing on my Louboutins (Out the house) I'm throwing on my Louboutins (Out the house) I'm throwing on my Louboutins (Out the house) I'm throwing on my Louboutins (Out the house) I'm throwing on my Louboutins (Out the house) I'm throwing on my Louboutins (Out the house) I'm throwing on my Louboutins (Out the house)",459
4988,4988,Jennifer Lopez,pop,Let It Be Me,"If the day comes that you must leave Let me be the ground to your feet If the day comes that you feel weak Let me be the armor you need  Oh, if falling in love is a crime And the price to pay is my life Give me the sword, bring all the knives Hand me the gun, I will not run And when they spare everything but my pride Don't you worry, boy, don't you cry But when they ask who was the one Who did you love? Let it be me  If you ever meet your last breath Let me be the last word you say And if right comes, but you choose left I will be the first to forgive  Oh, if Heaven is a beautiful place But those gates don't have enough space And they lock you out, spare you no flame I will come down there on my wings And when the angels call me a fool For giving all my grace up for you I won't look back, but when they ask Who did you love? Let it be me  Let it be me that you think of When everything tells you to give it up Let it be me that will anchor your soul  Until the clouds fall out of the sky And the snow falls down in July Let it be me that you think of Let it be me, the one that you love Until the flowers don't bloom in May And forever runs out of days Let it be me, let it be me The one that you love Let it be me  Let it be me Let it be me Let it be me Let it be me Let it be me Oh, let it be me",299
4989,4989,Jennifer Lopez,pop,Tens,"When you're vouging femme, femme, femme Just to get those tens, tens, tens You're the creme de la creme, creme, creme I want you to stop, show 'em  Clap, bitches, clap Clap, bitches, clap Snap, bitches, snap Snap I'm calling out legends, legends, legends and stars, stars I wanna see legends, legends, legends, statements and stars, stars Hit the floor, girls  Stars and the statements and the legends called Jack's turning this to all-out war 'Cause here I come Everybody wanna be a superstar, riding around in a rental car  I wanna see runway I wanna see old way I wanna see new way I wanna see you slay Eating the runway, serving the runway, marching the runway Eat that runway Eating the runway, serving the runway, marching the runway Eat that runway, walk  Give me your heart, leave it out on the floor (The icon Jennifer Lopez) Tonight, you're perfect, you're living, you're so beautiful (Face, body, sex and attitude) Tens across the board Half of us came off a flight We came together for this one night I wanna see you leave it all on the floor Girls get ready 'cause here I come  Mira, mira sen-senorita Whether you're black or Puer-Puerto Rican Mira, mira, ball-ball room nation It's about fun, there's no segregation Samba, merengue, ooh la la I make you hot, make you hot, make you ha ha ha Hip-hop, vogue and pop, lock and stop Let it drop, let it drop, let it drop Show 'em  Where my face kids at? Where my glam queens at? Where my real queens at? You want it, take it to the back Where my sirens at? European runway at Labels and pumps at You want it, take it to the back She don't want it  On the runway, where we don't play I want it my way, don't be shady (You can't take it, darling) Be a lady, go crazy On the runway, where we don't play I want it my way, don't be shady Be a lady, go crazy  Give me your heart, leave it out on the floor Tonight, you're perfect, you're living, you're so beautiful Tens across the board (Tens, tens, tens, tens, tens) Half of us came off a flight We came together for this one night I wanna see you leave it all on the floor Girls get ready 'cause here I come  We serve, bitch, we don't work, bitch We serve, bitch 'Cause here I come  Can I see? Walk for me Twirl for me, serve for me Lanvin, Ebony, Icon Infinity, Comme, Chanel, Balenciaga Prodigy, Ninja, LaBeija, Milan Omni, Mizrahi (Woo!), Xtravagazna, Garçon Mugler  Look at me, look at me, look at me, bitch Look at me, look at me, look at me, bitch M to the I to the motherfucking Z You can't help but look at me The elements, elements The elements, elements The elements, elements All five elements Look at me, look at me, look at me, bitch Look at me, look at me, look at me, bitch M to the I to the motherfucking Z You can't help but look at me Five, five, four, four, three, three, two, one Category closed I turned it, right?",539
4990,4990,Jennifer Lopez,pop,Worry No More,"Do anything that you can to make me feel so protected I don't wanna worry no more I'd give anything for you to come and help me perfect it I don't wanna worry no more I don't wanna worry no more I don't wanna worry Wanna feel like I'm brand new Even though I gotta have you All them other bitches stab you They was close enough to grab you Ain't no other way, they had to I'ma always hold it down for ya Look at how I move around for ya  Do anything that you can to make me feel so protected I don't wanna worry no more (Oh) Just want you to know my name by the time we exit Wanna feel like I'm brand new Even though I gotta have you All them other bitches stab you They was close enough to grab you (Uh) I don't wanna worry no more  The feeling that you give me is a coke rush (Uh) Addicted to fast money, white Lamborghini (Woo!) My name ring bells, authorities wanna see me (Boss) Born king, I swore she was Nefertiti Never been to Egypt, try to stay up out of debt (Ah!) IRS is watching, they follow us on my neck (Yeah) Still onto me but I'm only coming correct This audio is gems, my niggas wanna collect We the biggest in the game so let's just give us respect Dance like a star, ass shake like a car She really something special, I can tell from afar Eyes on the check, 8-figures, feelin' best (Woo!) Hustle on the corner, Givenchy be the finesse (Woo!) Ex-drug dealer but still got his connects (Ah), yes (Haha)  Do anything that you can to make me feel so protected (Oh, oh) I don't wanna worry no more (Oh) Just want you to know my name by the time we exit I don't wanna worry no more I don't wanna worry no more (Oh) I don't wanna worry (Oh) I'ma always hold it down for ya Look at how I move around for ya (Oh) I'ma always hold it down for ya Move around for ya I don't wanna worry no more I don't wanna worry I don't wanna worry no more (Ooh) Hold it down for ya I'ma move around for ya I don't wanna worry no more Hold it down for ya Every time I come around for ya I'ma always hold it down for ya Look at how I move around for ya Do anything that you can, to make me feel so protected I don't wanna worry I don't wanna worry no more  (Oh-oh-oh) How I move around for ya (Oh-oh-oh) How I move around for ya (Oh-oh-oh) How I move around for ya (Oh-oh-oh) How I move around for ya (Oh-oh-oh) How I move around for ya (Oh-oh-oh) How I move around for ya (Oh-oh-oh)",484
4992,4992,Jennifer Lopez,pop,(What Is) Love?,"Na na na na, na na na na na na Na na na na na na, na na na na na na Na na na na, na na na na na na Na na na na na na, na na na na na na  People told me I should write a love song ""Girl, you sound so angry, you could use some variation"" But I'm lonely, negative relations I've been hurt so many times, I don't have the patience  But I've wished for so long For someone to come and show me, lead by example 'Cause I've been waiting I've tried every age, I'm so tired of the game (I) I wanna be somebody's girl Would you show me the way?  What if I never find, and I'm left behind? Should I keep hoping for love? What if I'm still the same, status doesn't change? Gotta keep hoping for love What is love? What is love? What is love? Somebody show me What is love? What is love? What is love? 'Cause if you told me What is love? What is love? What is love? I wouldn't be lonely (What is love?) Please, show me (What is love?)  I've had blind dates hooked up with some real flakes I've gone out with church boys, musicians are the worst I've tried so hard, 'cause I'm just so die hard Tried my best to play the part, wish you could see inside  But I've wished for so long For someone to come and show me, lead by example 'Cause I've been waiting I've tried every age, I'm so tired of the game (I) I wanna be somebody's girl Would you show me the way?  What if I never find, and I'm left behind? Should I keep hoping for love? What if I'm still the same, status doesn't change? Gotta keep hoping for love What is love? What is love? What is love? Somebody show me What is love? What is love? What is love? 'Cause if you told me What is love? What is love? What is love? I wouldn't be lonely (What is love?) Please, show me (What is love?)  Na na na na, na na na na na na Na na na na na na, na na na na na na (What is love?) Na na na na, na na na na na na Na na na na na na, na na na na na na  I've been alone for the past three years on Valentine's Day Christmas is no exception, birthday's with naughty presents Been back and forth, same action, I just need this to happen I'll be singing love's praises, if you would show me  What if I never find, and I'm left behind? Should I keep hoping for love? What if I'm still the same, status doesn't change? Gotta keep hoping for love What is love? What is love? What is love? Somebody show me What is love? What is love? What is love? 'Cause if you told me What is love? What is love? What is love? I wouldn't be lonely (What is love?) Please, show me  Na na na na, na na na na na na (What is love? What is love?) Na na na na na na, na na na na na na (What is love? What is love?) Na na na na, na na na na na na (What is love? What is love?) Na na na na na na, na na na na na na (What is love? What is love?) Na na na na, na na na na na na (What is love?) Na na na na na na, na na na na na na Na na na na, na na na na na na Na na na na na na, na na na na na na",636
4993,4993,Jennifer Lopez,pop,Troubeaux,"Go!  This love is so dangerous But I kind of like the thrill It's like a sugar rush It's all in the way you make me feel I didn't see you coming, but you broke me down 'Cause you got some nerve about you Walk up like I know you Both hands and your tattoos One smile, and oh  I gotta admit you're fly And I love it how you talk, babe Getting all in my mind Running it like a field play I didn't see you coming But you broke me down 'Cause you got some nerve about you Don't you walk up like I know you Both hands and your tattoos, and  This ain't no ordinary boy This ain't no ordinary boy See the funny thing about you You got me doing things I wouldn't do You ain't no ordinary boy You gon' be troubeaux (Oh-oh-oh-oh-oh-oh) You gon' be troubeaux (Oh-oh-oh-oh-oh-oh) You gon' be troubeaux  I, deep down know I should be good I ain't blind, you're the kind of guy That always got all these girls running after you Do I entertain or play with you? Or just be cool? 'Cause you got some nerve about you Walk up like I know you Both hands and your tattoos One smile, and oh Don't sleep, I think I'ma burn too fast So close, wrapped up in the heat of love I'm having fantasies of how it's gonna be 'Cause you got some nerve about you Walk up like I know you Both hands and your tattoos, still  This ain't no ordinary boy This ain't no ordinary boy See the funny thing about you You got me doing things I wouldn't do You ain't no ordinary boy You gon' be troubeaux (Oh-oh-oh-oh-oh-oh) You gon' be troubeaux (Oh-oh-oh-oh-oh-oh) You gon' be troubeaux  Yo, got Henny in the cup, Jenny knows what's up She with a real one, not pretending to be tough Got three cases, might have a warrant I don't know about Beef I don't know about, weed I can't go without My money used to pile up every beginning of the month Unconditional love, in the beginning it was lust Hustler, shooter, was a dealer on the block Now my future's on top, no longer dealing with the thots I don't go nowhere without the handle Like I heard Lil' Boosie was out in Louisiana Got friends in the feds, some dead over drugs Fucking with me is high-risk but she still in love (We in love, baby) Benny Medina might wanna pay me to leave ya I'm bad for your image, the ghetto menacing diva 'Cause some say Nas is trouble We all in, just ignore them nice guys is boring, I got you  This ain't no ordinary boy This ain't no ordinary boy See the funny thing about you You got me doing things I wouldn't do You ain't no ordinary boy You gon' be troubeaux (Oh-oh-oh-oh-oh-oh) You gon' be troubeaux (Oh-oh-oh-oh-oh-oh) You gon' be troubeaux (Oh-oh-oh-oh-oh-oh) You gon' be troubeaux (Oh-oh-oh-oh-oh-oh) You gon' be troubeaux",510
4994,4994,Jennifer Lopez,pop,Do It Well,"Do it, do it You do it, do it, you're doing it well Uh, uh, uh, uh, woo! Woo! Woo!  Here's the thing I was minding my own business, doing what I do I wasn't tryna look for anything All of a sudden, couldn't take my eyes off you I didn't even know if you could tell That you had me in a daze, saying, ""What the hell?"" Here's my name, number, baby, just hit my cell Loving everything you do 'cause you do it well Don't know what you got me thinking  You ain't even tryna play me, boy 'Cause you're so good, and you so fine Got me saying crazy things, listen  I ain't ever met a man like that (No) I ain't ever fell so far, so fast (No) You can turn me on, throw me off track Boy, you do it, do it You do it, do it, you're doing it well I ain't ever met a man like that (No) I ain't ever fell so far, so fast (No) You can turn me on, throw me off track Boy, you do it, do it You do it, do it, you're doing it well Oh, yeah, hey, oh, yeah  Let me tell you how it's gonna go You and me gonna need a little privacy I don't wanna do the dance, no Do-Si-Do I need a one woman man seven days a week Quit tryna play it cool, boy, make your move I told you how it is, nothing to lose You been staring over here all night for free And I ain't takin' no cash or credit, just a guarantee There ain't nobody else but me, boy  You ain't even tryna play me, boy 'Cause you're so good, and you so fine Got me saying crazy things, listen  I ain't ever met a man like that (No) I ain't ever fell so far, so fast (No) You can turn me on, throw me off track Boy, you do it, do it You do it, do it, you're doing it well I ain't ever met a man like that (No) I ain't ever fell so far, so fast (No) You can turn me on, throw me off track Boy, you do it, do it You do it, do it, you're doing it well Hey, yeah, oh  Baby, no need for false pretenses I think you just shocked me to my senses Everything that you do feels right Do it, do it, do it, do it all night Baby, no need for false pretenses (I know what you're thinking) I think you just shocked me to my senses Everything that you do feels right ('Cause I'm thinking it too, babe) Do it, do it, do it, do it all night  I ain't ever met a man like that (No) I ain't ever fell so far, so fast (No) You can turn me on, throw me off track 'Cause you do it, do it You do it, do it, you're doing it well I ain't ever met a man like that  (No) I ain't ever fell so far, so fast (No) You can turn me on, throw me off track Boy, you do it, do it You do it, do it, you're doing it well I ain't ever met a man like that (No, like that) I ain't ever fell so far, so fast (No, like that) You can turn me on, throw me off track Boy, you do it, do it You do it, do it, you're doing it well I ain't ever met a man like that (No, I know, what you're thinking) I ain't ever fell so far, so fast (No, 'cause I'm thinking it too, babe) You can turn me on, throw me off track 'Cause you do it, do it You do it, do it, you're doing it well",646
4995,4995,Jennifer Lopez,pop,Hold You Down,"Tia  Now you've been holding me down, mmm For such a long time now From back then 'til now, in my story Straight from the hood, you've always been there for me And you had my back when they Back when everybody said I wasn't anything It was you who kept me holding on, no matter what was going on So whatever you need, I got you, yeah (Yeah, uh, yeah)  Reminiscin' that 6 train from way back Now it's sky blue Phantoms and stretch Maybachs From sweepin' them floors in them Bronx apartments, ha ""Mira, esta que on that red carpet"" When Pun died, you was the first to call me I never told you but you was there for me Whatever you need, I'll be there for you Crack, I got your back for real, true story  Now my loyalty will always be with you If you just promise me That you'll stay real, just like you are 'Cause baby, you don't have to change, no  You don't know how much you mean to me (No) Whenever you down, you know that you can lean on me (No) No matter the situation, boy, I'm gon' hold you down (You don't know) You don't know how much you mean to me (Hey, hey) Whenever you down, you know that you can lean on me No matter the situation, girl, I'm gon' hold you down (Yeah, uh, yo)  2005 Rakim and Jody Watley Watch me paint a picture so perfect, quite possibly The realest, fresher from BX to South Beach I'ma always hold you down, girl, you can count on me  So remember this whenever I call We go back too far, we've been through it all Even though we haven't spoke in so long Ain't nothing changed, not a damn thing, baby  Now my loyalty will always be with you If you just promise me That you'll stay real, just like you are 'Cause baby, you don't have to change, no ('Cause you don't know)  You don't know how much you mean to me (How much you mean to me) Whenever you down, you know that you can lean on me No matter the situation, boy, I'm gon' hold you down (I don't care what's going on) You don't know how much you mean to me (You don't know, no, no) Whenever you down, you know that you can lean on me (Oh-woah) No matter the situation, girl, I'm gon' hold you down (Yeah, uh, yo)  Like green is to autumn, some things must stay This industry, yeah, I fought 'em, made me this way Get between me and J. Lo, I simply state You're better off sweepin' leaves on a windy day, no  So I don't care about the situation I'ma ride for you if there's a complication 'Cause every time you had my back and all When we were young, now you Joey Crack and all  Now my loyalty will always be (Now my loyalty will always be) With you if you just promise me (With you if you just promise me) That you'll stay real, just like you are 'Cause baby, you don't have to change because  You don't know how much you mean to me (You don't know) Whenever you down, you know that you can lean on me (Yeah, yeah) No matter the situation, boy, I'm gon' hold you down (Gonna hold you down, yeah, yeah) You don't know how much you mean to me Whenever you down, you know that you can lean on me No matter the situation, girl, I'm gon' hold you down (Gonna hold you down) You don't know how much you mean to me (You don't) Whenever you down, you know that you can lean on me No matter the situation, I'm gon' hold you down (I'm gonna hold you down) You don't know how much you mean to me (Yeah, yeah) Whenever you down, you know that you can lean on me (You know) No matter the situation, I'm gon' hold you down (Yeah, yeah)  You down Down, down, I'm gonna hold you down Oh You down",689
4996,4996,Jennifer Lopez,pop,Baby I Love U!,"Boy, I never knew I could feel The way I felt, when I felt The way you were feeling me, baby I'm so out of control, yeah Every time you look my way I realize more and more How much I adore those pretty eyes of yours I'm helpless, baby  What I want to know is Are you willing to try? Can you love me for a lifetime In just one night? Oh  Baby, I love you (Love you) Baby, I need you (Need you) I gotta have you (I gotta have you, baby) Can't be without you (Be without you) Baby, I love you (Yeah, yeah) Baby, I need you (Need you) I gotta have you (I gotta have you, baby) Can't be without you  Blessed and cursed on the same day The day that I first felt the power of you Inside of me, such a strong feeling There comes a time in everyone's life When you know that everyone around you knows That everything has changed, you're not the same It's a new day  Oh, what I want to know is Are you willing to try? There's gotta be more meaning to this Than what meets the eye  Baby, I love you (Baby, I need you) Baby, I need you (Gotta have you, baby) I gotta have you (Can't be without you) Can't be without you (Baby, I love you) Baby, I love you (Yeah, yeah, yeah) Baby, I need you (I gotta have you) I gotta have you (Yeah, yeah, yeah) Can't be without you  Ooh, I love the way you kiss me Oh, baby please, I'm about to lose my mind Oh, talk to me, oh 'Cause I'm begging for you and I'm down on my knees Baby, I know you're the one that I need Baby, I love you You know I need you Gotta have you Can't be without you Baby, I love you You know I need you Gotta have you Can't be without you  (Baby, I love you) Baby, I love you, love you (You know I need you) Baby, I need you, I need you (Gotta have you) I gotta have you, I gotta have you (Can't be without you) Can't be without you, baby, I love you (Baby, I love you) Baby, I love you, oh (You know I need you) Baby, I need you, oh, I swear I do (Gotta have you) I gotta have you, this no big love, babe (Can't be without you) Can't be without you, yeah, yeah, yeah, yeah, yeah (Baby, I love you) Baby, I love you (You know I need you) Baby, I need you, oh, woah (Gotta have you) I gotta have you, ladies, do you know what I'm talking about? (Can't be without you) Can't be without you, oh, woah (Baby, I love you) Baby, I love you, when a man gets inside your soul (You know I need you) Baby, I need you, and it takes hold, and it won't let go (Gotta have you) I gotta have you (Can't be without you) Can't be without you, hey, hey, hey, hey, hey",523
4997,4997,Jennifer Lopez,pop,I’m Gonna Be Alright,"Oh, yes Yes, I did, baby Yes, I did  It's funny 'cause for a while I walked around with a smile But deep inside, I could hear Voices telling me this ain't right Don't you know he's not for you? I always knew what I had to do But it's hard to get away 'Cause I love you, I just tried to stay  I used to say I couldn't do it but I did it (Yes, I did) After telling everybody that I wasn't with it (Oh, yes) Though it brings tears to my eyes, I can feel it And I know inside I'ma be alright (I'ma be alright) I said I couldn't do it but I did it (Yes, I did) After telling everybody that I wasn't with it (Oh, yes) Though it brings tears to my eyes, I can feel it And that voice inside says I'm gonna be alright  Friends of mine say to me Say you got control over me You're not alone, I played my part I saw the way you were from the start Could I expect so much from you? You had a girl when I first met you Did the best that you could do Now I realize that I can't change you  I used to say I couldn't do it but I did it (Ooh) After telling everybody that I wasn't with it Though it brings tears to my eyes, I can feel it And I know inside I'ma be alright (Be alright) I said I couldn't do it but I did it (Yes, I did it) After telling everybody that I wasn't with it (Oh, yes) Though it brings tears to my eyes, I can feel it And that voice inside says I'm gonna be alright  Said I wouldn't walk away Some days I want to stay (Days I want to stay) But leaving you is what I need (Need to do) to do to be okay (For me to be okay) Never thought it would be true (Would be true) Me living without you (Living without you) But now it's time for me to make that move, oh woah Ah, ah  I used to say I couldn't do it but I did it (But I did, baby) After telling everybody that I wasn't with it (Wasn't with it) Though it brings tears to my eyes, I can feel it (To my eyes) And I know inside I'ma be alright (Be alright) I said I couldn't do it but I did it (But I did) After telling everybody that I wasn't with it (Wasn't with it) Though it brings tears to my eyes, I can feel it And that voice inside says I'm gonna be alright I used to say I couldn't do it but I did it (Oh, no) After telling everybody that I wasn't with it Though it brings tears to my eyes, I can feel it And I know inside I'ma be alright (Be alright) I said I couldn't do it but I did it After telling everybody that I wasn't with it (I wasn't, no) Though it brings tears to my eyes, I can feel it And that voice inside says I'm gonna be alright I used to say I couldn't do it but I did it After telling everybody that I wasn't with it Though it brings tears to my eyes, I can feel it And I know inside I'ma be alright I said I couldn't do it but I did it After telling everybody that I wasn't with it Though it brings tears to my eyes, I can feel it And that voice inside says I'm gonna be alright I used to say I couldn't do it but I did it After telling everybody that I wasn't with it Though it brings tears to my eyes, I can feel it And I know inside I'ma be alright",653
4998,4998,Jennifer Lopez,pop,Loving You,"Would you mind if I took the time to get to know you? 'Cause it's been a while since all we've been through And even though I said my feelings wouldn't change Nothing stays the same, ooh I could see when I look in your eyes, you mean no harm It's just the way you manipulate me with your charm And I can tell the love I have for you still strong And there ain't nothing wrong with me still loving you  After all that we've been through (Ooh) I find myself still loving you (Yeah) But I think we need to take the time to get back 'Cause I never get up on a good thing I never give up on the love we had (Ooh, ooh) We just need to take it slow  In the past, you would act as if you don't really care You would fight and argue almost anywhere Looking back sometimes, I feel like such a fool For putting up with you, boo Baby, please understand me if it seems I'm confused It's just it might take me some time to get used to you When I think of all the things we used to do, baby I just find myself still loving you  After all that we've been through (Yeah) I find myself still loving you (Oh) But I think we need to take the time to get back (No, no) 'Cause I never get up on a good thing I never give up on the love we had (Baby) We just need to take it slow   I believe you and me have a chance to make this right Oh, baby, if your heart is in it, I'm still with it Even after all this time has passed Oh, I'm still loving you  After all that we've been through (Yeah) I find myself still loving you (Oh, woah, yeah) But I think we need to take the time to get back 'Cause I never get up on a good thing I never give up on the love we had (Baby) We just need to take it slow After all that we've been through (Oh-oh) I find myself still loving you (Baby) But I think we need to take the time to get back 'Cause I never get up on a good thing (Never give up) I never give up on the love we had (Love we had) We just need to take it slow",411
4999,4999,Jennifer Lopez,pop,Emotions,"Someone took my emotions Don't forgive me, I didn't ask Someone took my emotions I feel good 'cause I don't feel bad  You say that you gon' take my heart, bae But I don't believe in fairytales It's the same old thing, not a damn thing changed You playing games, playing games Now I'm taking names, taking names now And I don't play no more, baby, this is game over  Broke your heart so you could feel it Think we're done, I think we're really through Me and you (Oh, yeah) Tears fall down, feels like it's raining Sorrow, I can feel the pain in you All in you (Someone took)  Someone took my emotions Don't forgive me, I didn't ask Someone took my emotions I feel good 'cause I don't feel bad  I've tried to give you all my time, bae But that never meant a thing to you (Oh, yeah) So don't you call my name, all my info changed It's such a shame, what a shame Now I'm breaking chains, breaking chains up And I don't play no more, baby, this is game over  Broke your heart so you could feel it Think we're done, I think we're really through Me and you (This is) Tears fall down, feels like it's raining Sorrow, I can feel the pain in you All in you (Someone took)  Someone took my emotions Don't forgive me, I didn't ask Someone took my emotions I feel good 'cause I don't feel bad  All I ever wanted was your time Right now, I don't even have the patience I'm tired of waiting for you, I just wanna let go You tryna change my mind but the answer's still no Who are you? You don't mean nothing, you ain't worth nothing When I tell you something, you don't learn from it I got my bags at the door, passport's a go When I leave, you gon' come running You did it, yeah, I got no feelings left I'm so numb, you're so dumb It's over, it's over  Someone took my emotions Someone took my emotions  Everything, everything I do Ooh Everything, everything I do",360
5000,5000,Jennifer Lopez,pop,Still,"Oh-oh, oh-oh Oh, oh-oh  When I sleep  I have dreams about the way we used to kiss 'Bout the way you used to hold me And say nothing would ever harm me When we first met, oh, how you charmed me Made me smile when I was down Big pimping around the town, you and me Whenever they'd see you, they'd see me A lover and a friend to me you were, how did it end? How it hurts to not have you in my life When I wanted to be your wife  You never know what you have 'til it's gone Treated you wrong for so long Now you're gone away But the love still lives here  Still, I still got love for you Still, after all we've been through Still, I gave my heart to you And baby, you're the only one (The only one) There's other men than you Still, they can come close to you Still, once I said, ""I love you"" I knew you'd be the only one  A good man you were to me, always there to care Would do anything in this world for me (Oh, oh) Didn't matter, what, when, or where, you were there I never thought we'd part from the arguments we'd start When I just wanted to get some attention (Sorry) And I'm sorry, baby for bitching If I could take back the words That I said to make you leave I'd be down on bended knees Asking you to please forgive me  You never know what you have 'til it's gone Treated you wrong for so long Now you're gone away But the love still lives here  Still, I still got love for you Still, after all we've been through Still, I gave my heart to you And baby, you're the only one (The only one) There's other men than you Still, they can come close to you Still, once I said, ""I love you"" I knew you'd be the only one  All of the good times we had together (Together) Do they mean something to you? Do you ever wish we never split? 'Cause I still got love for you  Still, I still got love for you Still, after all we've been through Still, I gave my heart to you (Gave my heart to you) And baby, you're the only one There's other men than you (There's other men than you) Still, they can come close to you Still, once I said, ""I love you"" I knew you'd be the only one Still, I still got love for you (Still got love) Still, after all we've been through Still, I gave my heart to you And baby, you're the only one There's other men than you Still, they can come close to you (I love you) Still, once I said, ""I love you"" I knew you'd be the only one",483
5001,5001,Jennifer Lopez,pop,Should’ve Never,"Oh, oh, oh Oh, oh Ooh, ooh  I've been so Caught up in the thought of me and you Even though I love Someone else I know my heart belongs to you Tell me, how did we ever let the situation get this far? Maybe we should just try to hide the things we feel inside Things I know we can't deny  Should've never told you that I cared about you Didn't think that it would be so bad Should've never kissed you Should've never held your hand Gotta find a way to let these feelings go  What did I Do the day I let you slip into my soul? (Into my soul) It was then, when I Realized that I would always want you in my life (In my life) No one else can know Of the things that we've been saying on the telephone It would be so bad If they ever knew that me and you were secretly into each other  Should've never told you that I cared about you Didn't think that it would be so bad Should've never kissed you Should've never held your hand Gotta find a way to let these feelings go  I'm so scared, trembling inside 'Cause I'm feeling like somebody else already knows Oh my God, I love you both so much And to have to choose between the two Is hurting me so deep inside  Should've never told you that I cared about you Didn't think that it would be so bad Should've never kissed you Should've never held your hand I don't ever wanna feel this way again Should've never told you that I cared about you (Never, never) Oh, oh Should've never kissed you (Should've never, ever, ever looked your way) Should've never held your hand (Or saw your face)  Should've never told you that I cared about you (Mi amor, a veces tengo miedo que voy a tener que vivir esta vida sin ti) Should've never kissed you Should've never held your hand (Que el mundo no nos va a dejar estar juntos) (Que nunca mas voy a sentir tus manos sobre mi piel) Should've never told you that I cared about you (Amor mio, ¿que voy a hacer sin ti?) Should've never kissed you (¿Que voy a hacer sin ti?) Should've never held your hand (¿Que voy a hacer?) Should've never told you that I cared about you (Este amor que es tan cruel y tan dulce a la misma vez) Should've never kissed you Should've never held your hand (Tocame, una vez mas) Should've never told you that I cared about you (Ay asi, asi) (Besame, besame como si fuera la ultima vez) Should've never kissed you Should've never held your hand (Porque si puede ser) Should've never told you that I cared about you (Devorame, devorame) Should've never kissed you Should've never held your hand (Te quiero ¿Y nunca lo arrepentire)",487
5002,5002,Jennifer Lopez,pop,Alive,"Time goes slowly now in my life Fear no more of what I'm not sure  Searching to feel your soul The strength to stand alone The power of not knowing and letting go  I guess I've found my way It's simple when it's right Feeling lucky just to be here, tonight And happy just to be me And be alive  Love in and out of my, my heart And though life can be strange, I can't be afraid Searching to feel your soul  The strength to stand alone The power of not knowing and letting go  I guess I've found my way It's simple when it's right Feeling lucky just to be here, tonight And happy just to be me And be alive   I guess I've found my way It's simple when it's right Feeling lucky just to be here, tonight And happy just to be me And be alive, hmm",151
