,Unnamed: 0,artist,genre,title,lyrics,word_num
173,173,Justin Bieber,pop,E.T.A.,"Feels like time's moving in slow motion Just trying to occupy my mind So that I don't go looney over you (Ooh-ooh) Just trying to amplify the sound To drown out all of this need for you (You, ooh) Biting my nails, got me nervous, so anxious See it's one o'clock now Noon felt like three hours ago  I just wanna know your E.T.A., E.T.A.​ Out the window, got me looking out the street What's your E.T.A.? Distance only made us grow fonder Of one another Be honest, what's your E.T.A.? What's your E.T.A.?  Say you almost right here now Just say you pulling up to my gate Don't say the signal faded driving through the canyon Just hurry up for my sake I was born ready for you Skin sweeter than cinnamon Eyes deeper than the ocean Love me hard like, ""Where you been?"" Love me like you don't want it to end  I just wanna know your E.T.A., E.T.A.​ Out the window, got me looking out the street What's your E.T.A.? Distance only made us grow fonder Of one another Be honest, what's your E.T.A.? What's your E.T.A.?  Before you gotta go Oh-oh-oh-oh Before you gotta go Drop a pin for me now So I can learn your location Thank you, yes, you're less than five minutes away from me In your arms, rubbing on your face Only place I wanna be In the bed, where we lay our head Only place I wanna be",247
174,174,Justin Bieber,pop,Get Used to It,"Subjected to my system Reflecting on the days When we used to be just friends Protected both our interest Our trust was in a bank That's where our hearts were safe  And then we got closer Separated from my ex So we got closer Oh, in every visit Feelings got stronger Now this is out our hands Our love is here to stay  So get used to me checking in All day Get used to me falling through Just to see your face There ain't a moment I won't need your brace Get used to me touching you Get used to me loving you Oh get used to it, eh Oh get used to it, eh Oh get used to it, oh and oh Get used to me holding you Get used to me woeing you Oh get used to it  And I'ma April shower you Forever if I May 'Til your flowers bloom in June Make sure that our fireworks Be your 4th of July For life As long as you stand right by my side  Keep growing closer Throughout October Oh counting down, it's almost Christmas Eve Oh seven days shy of New Year's Eve Then we'll be celebrating  So get used to me checking in All day Get used to me falling through Just to see your face There ain't a moment I won't need your brace Get used to me touching you Get used to me loving you Oh get used to it, eh Oh get used to it, eh Oh get used to it, oh and oh Get used to me holding you Get used to me woeing you Oh get used to it  I ain't going nowhere I ain't going nowhere, oh no I ain't going nowhere I ain't going nowhere, oh no Put your faith in me I'll be all you need, I swear Yeah yeah I'm gonna be right here, yeah  So get used to me checking in All day Get used to me falling through Just to see your face There ain't a moment I won't need your brace Get used to me touching you Get used to me loving you Oh get used to it, eh Oh get used to it, eh Oh get used to it, oh and oh Get used to me holding you Get used to me woeing you Oh get used to it  I know you getting used to it I know you getting used to it (Get used to it) I know you getting used to it I know you getting used to it (Oh get used to it)",434
175,175,Justin Bieber,pop,One Dance (Remix),"Baby, I like your style  Lips on your neck We're never too close now Nothing like you and me I don't know your name But I'm sure that you know me Fell in love with the music The feeling is mutual Loving the way you move on me Skin so soft, hands on my face to be directed And you're all that I can see You give the baddest one in here a run for their money And when this song comes on, you know  I need a one dance 1942 in my hand One more time 'fore I go Body lockin', put a hold on me I need a one dance 1942 in my hand One more time 'fore I go Body lockin', put a hold on me  You know, I like that you're wild So make your way over here right now We only got a little while Just thinkin' out loud Celebrate life with me babe Don't be in a rush to go now Oh girl  I need a one dance 1942 in my hand One more time 'fore I go Body lockin', put a hold on me I need a one dance 1942 in my hand One more time 'fore I go Body lockin', put a hold on me  Hold on me Yeah, yeah, yeah One more dance is all I need One more dance is all I need Oh, oh, oh",236
176,176,Justin Bieber,pop,Trust,"Woah oh baby, yeah yeah Woah, woah  If I believe in love And you believe in love Then we could be in love, somehow If you want the best for us Like I want the best for us Then we gotta learn to trust right now  Don’t let this effort go to waste Put our all in it Don’t wanna be left with the question, why? Let’s be honest with ourselves Did we really come this far Just to watch it go down the drain?  Sometimes the heart can see What’s invisible to the eye All you gotta do is listen to your deepest feelings They don’t ever lie Giving up is immature We got so much more to live for They don’t wanna see us together now Let's be strong enough to endure, oh  If I believe in love And you believe in love Then we can be in love, somehow If you want the best for us Like I want the best for us Then we gotta learn to trust right now  Growing pains come along with these changes Some people get closer Some people separate, yeah Don’t think we should separate When we both adore one another You’re a dream come true We should start over brand new That’s what we oughta do, yeah  Yeah, sometimes the heart can see What’s invisible to the eye All you gotta do is listen to your deepest feelings They don’t ever lie Giving up is immature, oh We got so much more to live for, oh They don’t wanna see us together now, oh Let's be strong enough to endure, oh  If I believe in love And you believe in love Then we can be in love, somehow If you want the best for us Like I want the best for us Then we gotta learn to trust right now  Trust me right now Yea, yea, yea Oh we gotta learn to trust now Yea, yea, yea Girl you gotta learn to trust me now Yea, yea If I believe in love like you believe in love Then we could be in love If you want the best for us Like I want the best for us We gotta learn to trust We gotta learn to trust Yeah, ohh, ohh",380
177,177,Justin Bieber,pop,Recovery,"First, I'll acknowledge, all trust has been broken A successful recovery, I pray for us at night Bless me with a second chance, never thought I’d see your face again Learn a lot through trial and error, tryna make it right Make it right, make it right Make it right, this time I'll do you right, woah  I'm missing your good intentions, I'm missing you from a distance Hope you did the same I know that I caused a problem, know that I left you livid Pushed you far away Learned it don’t pay to lie cause I don’t wanna see you cry Saying nothing gets you nowhere fast, I'mma hold it back inside Well now that I'm back around ya, nothing else really matters Hope you feel the same  First, I'll acknowledge, all trust has been broken A successful recovery, I pray for us at night Bless me with a second chance, never thought I’d see your face again Learn a lot through trial and error, tryna make it right Make it right, make it right Make it right, this time I'll do you right, woah  I'm going through old emotions, tryna find a reason That we ended that way Nothing in life is perfect, we'll be changing like the seasons That's what they used to say If it's going to sleep alone at night, I don’t wanna close my eyes Wanna give you all I have to give, no more holding back this time Well now that I'm back around ya, nothing around me matters Hope you feel the same  First, I'll acknowledge, all trust has been broken A successful recovery, I pray for us at night Bless me with a second chance, never thought I’d see your face again Learn a lot through trial and error, tryna make it right Make it right, make it right Make it right, this time I'll do you right, woah  You know I'mma do you right You know I'mma do you right You know I'mma do you right You know I'mma do you right I'mma do you right You know I'mma do you right",353
178,178,Justin Bieber,pop,Second Emotion,"Try to bite my tongue, but I can't take it I got whiplash from me turnin' my head Have somewhere else to go, no, I can't make it I'd rather take my chance with you instead Do you second that emotion? (Do you?) Do you second that emotion? (Do you?) You really got me open (Do you?) Do you second that emotion? (Do you?)  High heels on, heard you comin' 'fore I seent ya Movies all around, but you look like the feature Had another meeting, now my plan is to meet you Got my hands out, all I wanna do is reach ya All I wanna do is greet ya Infatuated, sorry if I stare Where you posted up? I wanna be there Way you curved up, it just ain't fair No, it ain't  Try to bite my tongue, but I can't take it I got whiplash from me turnin' my head Have somewhere else to go, no, I can't make it I'd rather take my chance with you instead Do you second that emotion? (Do you?) Do you second that emotion? (Do you?) You really got me open (Do you?) Do you second that emotion? (Do you?)  Got me feeling giddy (Ah), like, ""La, la, la, la"" (Yeah) Struck a match, you got me litty, like, ""La, la, la, la"" (It's lit) You got the keys to my city (Ooh), like, ""La, la, la, la"" (Straight up) Do you second that emotion, baby? (Ah, yeah)  Mmm, yeah Out to big boys (It's lit) Spring her off the hitch (Yeah), everything legit Movin' like the blitz (Blitz), crib like the Ritz (Like the Ritz) So you know there's room (Skrrt) So, baby, please (Hold up, nah, nah, nah, that was the first time she did that) Don't like to talk to bitch (Yeah), just like to play the wish I know the problem is they 'bout it, 'bout it, kid (I'm tryna pop another one in) Oh, you sent the jet out for me? You tryna ball harder than me?  Did I come 'cross your radar? Cross your mind now and later? Do you feel like you know me? It's just a part of nature Let's ask each other questions Can we do each other favors? Would you mind the labor? Baby  Try to bite my tongue, but I can't take it (Ooh-wee) I got whiplash from me turnin' my head (Hey, hey, hey) Have somewhere else to go, no, I can't make it (Ooh-wee) I'd rather take my chance with you instead Do you second that emotion? (Do you?) Do you second that emotion? (Do you?) You really got me open (Do you?) Do you second that emotion? (Do you?)  Got me feeling giddy, like, ""La, la, la, la"" Struck a match, you got me litty, like, ""La, la, la, la"" You got the keys to my city, like, ""La, la, la, la"" Do you second that emotion, baby?",491
179,179,Justin Bieber,pop,Hotline Bling (Remix),"What do you mean it's not like that? Oh, you're sorry? Well, where are you now that I need you? But girl, let me tell you something  I know you called him on his cell phone When you couldn't reach my love Called him on his cell phone When you couldn't reach my love I know when that hotline bling I'm sure I'm not your only fling I know when that hotline bling I'm sure I'm not your only fling  Every time I leave the city you Been hangin' out with him like I don't know Stay away from places that we always go Tellin' him that we don't even talk no more Every time he leave the city, you Try to run game on me like it's just us But I seen you in a Snapchat on his tour bus When you hit my line, it don't mean that much  I know you called him on his cell phone When you couldn't reach my love Called him on his cell phone When you couldn't reach my love I know when that hotline blings Sure I'm not your only flame I know when that hotline blings Sure I'm not your only flame  Every time I leave the city you, you, you Tell me where he like to shop when you're up under him Said you're lyin' 'bout being with your girlfriends When you take advantage of me bein' absent Take advantage, yeah And I really tried taking you serious baby, it’s really your loss You had the chance being the only girl livin' in my heart and cross Wanted to hold you down for a while, keep you smiling, no matter the cost Would I double cross?  We could be talking on my cell phone Right now when you need my love Lose the number to my cell phone Cause you don't really care about my love Call me on that hotline bling If you wanna be with me Call me on that hotline bling, right now If you wanna be with me",343
180,180,Justin Bieber,pop,Fall,"Well let me tell you a story about a girl and a boy He fell in love with his best friend When she's around, he feels nothing but joy But she was already broken and it made her blind But she could never believe that love would ever treat her right  But did you know that I loved you? Or were you not aware? You're the smile on my face, and I ain't going nowhere I'm here to make you happy, I'm here to see you smile I've been wanting to tell you this for a long while  What's gonna make you fall in love? I know you got your wall wrapped all the way around your heart Don't have to be scared at all, oh, my love But you can't fly unless you let your, you can't fly unless you let yourself fall  Well, I can tell you're afraid of what this might do Cause we got such an amazing friendship and that you don't wanna lose Well I don't wanna lose it either And I don't think I can stand sitting around while you're hurting babe, so take my hand  Well, did you know you're an angel who forgot how to fly? Did you know that it breaks my heart every time to see you cry? Cause I know that a piece of you’s gone, every time you done wrong, I'm the shoulder you're crying on And I hope by the time that I'm done with this song I'll have figured out  What's gonna make you fall in love? I know you got your wall wrapped all the way around your heart Don't have to be scared at all, oh, my love (my love) But you can't fly unless you let your, you can't fly unless you let yourself fall  I will catch you if you fall, I will catch you if you fall, I will catch you if you fall But if you spread your wings, you can fly away with me But you can't fly unless you let your You can’t fly unless you let yourself fall  What's gonna make you fall in love? I know you got your wall wrapped all the way around your heart Don't have to be scared at all, oh, my love (my love) But you can't fly unless you let your, you can't fly unless you let yourself fall What's gonna make you fall in love? (in love) I know you got your wall wrapped all the way around your heart Don't have to be scared at all (don't have to be scared, don't have to be scared) Oh, my love But you can't fly unless you let your, you can't fly unless you let yourself fall  I will catch you if you fall, I will catch you if you fall I will catch you if you fall But if you spread your wings, you can fly away with me But you can't fly unless you listen,  let yourself fall",500
181,181,Justin Bieber,pop,Be Alright,"Across the ocean, across the sea Starting to forget the way you look at me now Over the mountains, across the sky Need to see your face, I need to look in your eyes Through the storm and through the clouds Bumps in the road, and upside down now I know it's hard to be asleep at night  Don't you worry, 'cause everything's gonna be alright Be alright Through the sorrow and the fights Don't you worry, 'cause everything's gonna be alright Be alright  All alone in my room Waiting for your phone call to come soon For you, oh, I would walk a thousand miles To be in your arms holding my heart Oh I, oh I, I love you  And everything's gonna be alright Be alright Through the long nights and the bright lights Don't you worry, 'cause everything's gonna be alright Be alright  You know that I care for you I'll always be there for you I promise I'll just stay right here I know that you want me too Baby, we can make it through anything  Cause everything's gonna be alright Be alright Through the sorrow and the fights Don't you worry, 'cause everything's gonna be alright Be alright Through the sorrow and the fights Don't you worry Everything's gonna be alright",216
182,182,Justin Bieber,pop,Children,What about the children? Look at all the children we can change What about a vision? Be a visionary for a change We're the generation Who's gonna be the one to fight for it? We're the inspiration Do you believe enough to die for it?  Who's got the heart? Who's got it? Whose heart is the biggest? Wear it on your sleeve Bet we can make a difference Who's got the heart? Who's got it? Whose heart is the biggest? Wear it on your sleeve Bet we can make a difference Oh yeah Who's got the heart? Oh yeah  What about the children? Look at all the children we can change What about a vision? Be a visionary for a change We're the generation Who's gonna be the one to fight for it? We're the inspiration Do you believe enough to die for it?  Who's got the heart? Who's got it? Whose heart is the biggest? Wear it on your sleeve Bet we can make a difference Who's got the heart? Who's got it? Whose heart is the biggest? Wear it on your sleeve Bet we can make a difference Bet we can make a difference Oh yeah Who's got the heart? Oh yeah Oh yeah Oh yeah,208
183,183,Justin Bieber,pop,All In It,"Don't do nothin' 'less your heart's in it Heart's in it, heart's in it Don't do nothin' 'less you're all in it All in it, all in it  If you got a twenty for all of your tries Twenty for all of the times The times you got back up, woah Could be a billionaire in a year That's how you gotta think 'til you're there On the regular  If you had a diamond for all of your passion Diamond for your dedication You could be icy like caking Icy for every occasion Gotta go hard, yeah That's all I'm condoning Love is a component You’re the only opponent Gotta seize the moment  And don't do nothin' 'less your heart's in it Heart's in it, heart's in it Don't do nothin' 'less you're all in it All in it, all in it Come again each time 'Til the water runs dry Oh don't do nothin' 'less you're all in it All in it, all in it  Oh, oh Oh Oh, oh, oh, oh  If I had a guitar missing 5 strings A guitar with only one string I could only play one song, ooh A simple melody Simple enough to make the world sing Strong enough to make your mood swing You know what I mean  If you had a diamond for all of your passion Diamond for your dedication You could be icy like caking Icy for every occasion Gotta go hard, yeah That's all I'm condoning Love is a component You're the only opponent Gotta seize the moment  And don't do nothin' 'less your heart's in it Heart's in it, heart's in it Don't do nothin' 'less you're all in it All in it, all in it Come again each time 'Til the water runs dry Don't do nothin' 'less you're all in it All in it, all in it  Oh, oh Oh Oh, oh, oh, oh All in it, all in it  See, growing up, I I always felt like I had to be the best at everything Cause I, I just didn't think I was good enough And, and maybe if I was good at something that I'd get recognition from that but I quickly found out that I wasn't gonna get the recognition that I wanted or that I needed because Because people aren't perfect and by not being perfect you sometimes can disappoint people And with God it's like he's perfect And he never disappoints So I just get my recognition from him And give him recognition",423
184,184,Justin Bieber,pop,One Life,"So girl You just be honest with me I know we can make this work I love you I know that you afraid, babe But you don't need to be saved, babe You just need someone who understands And I think I need the same, babe  Show me where you at, let's keep it honest Home is where you at and that's a promise Open up and never keep it from us Nothing left between us, baby, nothing Tell me what you want, let's keep it gangsta Tell me who created you, I'd thank her Open up and never keep it from us Nothing left between us, baby  Hopefully you'll give me a chance All I want is love and romance I wanna give it all Give it all to you  I wanna dream what you dream, go where you're going I only have one life and I only wanna live it with you I wanna sleep where you sleep, connect with your soul The only thing I want in life, I only wanna live it with you Oh yeah Oh yeah I only wanna live it with you Only wanna live it with you  Tell me what you want, I can't believe it I know that if we make it there's a reason Sometimes the sun shines, baby Sometimes it ain't breezy I hope that maybe this time it may be different I told you I'mma make it, that commitment Yeah, you took your shot and didn't miss it Ain't nothing more attractive than ambition  Hopefully you'll give me a chance All I want is love and romance I wanna give it all Give it all to you  I wanna dream what you dream, go where you're going I only have one life and I only wanna live it with you I wanna sleep where you sleep, connect with your soul The only thing I want in life, I only wanna live it with you Oh yeah Oh yeah I only wanna live it with you Only wanna live it with you  If I came to your crib, would you open the door? I don't wanna go down that road, no more Said you wanted it bad, but girl I wanted it more You're the only one I wanna be with, yeah, yeah yeah  I wanna dream what you dream, go where you're going I only have one life and I only wanna live it with you I wanna sleep where you sleep, connect with your soul The only thing I want in life, I only wanna live it with you Oh yeah Oh yeah I only wanna live it with you Only wanna live it with you",449
185,185,Justin Bieber,pop,Home to Mama,"I don't work harder when it's easy I put in work when it's hard Girl I never believed in love until I had yours This is more than a season And I'm not just sprung I'm not afraid to tell you that you're the one  The one I wake up thinking about The one I can run to when I'm feeling down Life is all good when you're around Girl nobody from the past is beating you right now  Because I'll take you home to mama Let you meet my friends Because you don't come with drama So I want you 'til the world ends You're way more than worth it But I don't feel like I deserve it You got the pieces, you're my kind of perfect  I don't work hard when it's easy I put in work when it's hard And girl I never believed in love until I had yours This is more than a season and I'm not just sprung I'm not afraid to tell you, that you're the one  I'm the one I wake up thinking about The one I can run to when I'm feeling down Life is all good when you're around Girl nobody from the past is beating you right now  Because I'll take you home to mama I'll let you meet my friends Because you don't come with drama So I want you 'til the world ends You're way more than worth it And I don't feel like I deserve it You got the pieces, you're my kind of perfect You're my kind of perfect",264
186,186,Justin Bieber,pop,Confirmation,"Ain't nobody got no patience Want what they want right now (One more time)  Ain't nobody got no patience Want what they want right now Ain't no need in being so anxious I can hear your heart beating out loud  Quit acting like we're in a race Beggin' me, you know I'm on the way over Take a moment to cherish this space So quick to move forward, no pressure  And we got the rest Got the rest, got the rest of our lives We got the rest Got the rest, got the rest of our lives All you ever really want All you ever really need is at home We got the rest Got the rest, got the rest of our lives  Oh-oh-oh-oh-oh-oh Oh-oh-oh, oh-oh-oh-oh Oh-oh-oh-oh-oh-oh Oh-oh-oh, oh-oh-oh-oh  Look at how it's all unfolding Yeah, persistence at its finest Like you wanted in before the door was open Instead of lettin' what's scripted play out  Quit acting like we're in a race Beggin' me, you know I'm on the way over Take a moment to cherish this space So quick to move forward, no pressure  And we've got the rest (Hey, hey) Got the rest, got the rest of our lives We got the rest (Oh-ooh) Got the rest, got the rest of our lives All you ever really want All you ever really need is at home Yeah, we've got the rest Got the rest, got the rest of our lives  Oh-oh-oh-oh-oh-oh Oh-oh-oh, oh-oh-oh-oh Oh-oh-oh-oh-oh-oh Oh-oh-oh, oh-oh-oh-oh",249
187,187,Justin Bieber,pop,Trust Issues (Remix),"All I care about is money and the city that I'm from I'mma sing until I feel it, I'mma go until it’s done I don’t need to say wassup and my excuse is that I'm young And I'm only getting older, somebody shoulda told you I'm on one You know I'm on one, yeah I said I'm on one You know, I'm on one Two white cups and I got that drink, it could be purple, it could be pink Depending on how you mix that ish, money that we got, never get that ish Cause I'm on one, yeah You know I'm one one, yeah yeah  You know what I like Oh yeah, oh yeah Oh yes, oh yeah Oh yeah, oh yeah  You just need to listen, I teach you how to fix it Cause you're the only one cause I don't trust these women I don't, I don't trust these women cause they might have me slipping You're the only one I don't trust these women cause they might have me slipping Cause you're the only one cause I don't trust these women I don't, I don't trust these women cause they might have me slipping Cause you're the only one  Oh woah, trust issues, oh woah, trust issues Oh woah, trust issues, oh woah Oh yeah, oh yeah  (Oh yeah, let's call up one drink and let's all get wasted One drink and let's all get faded, yeah) Drizzy Drake, check me out Coming live from the motherfucking North Side Kick game, run game, run it real good But never ever have my bitches sitting courtside Same nigga that you knew way back when You acting like it's somebody you don't know Tell me, how the fuck we supposed to stay friends When you got a bunch of feelings that you don't show? I could tell, I could tell, I could tell certain people don't like me no more New shit don't excite me no more, guess that they don't really make em like me no more You can look me in my eyes and see I ain't myself Cause if y'all what I created then I hate myself But still, let them girls in and tell them all leave their cell phones On the table where we see them I'm all day with it man, A.M to the P.M Niggas hating, I just wish that they would say it when they see him, that's that ish that drives me crazy And that's all I've been getting lately And it's probably why I'm scared to put the time in Women want to fuck like they're me and I'm them Looking for some things and I think that I can find them in you  Oh woah, trust issues, oh woah, trust issues Oh woah, trust issues, oh woah  Yeah, oh yeah, oh yeah Let's call up one drink and let's all get wasted One drink and let's all get faded, yeah Oh yeah, oh yeah Call up one drink and let's, let's call up one, uh",509
188,188,Justin Bieber,pop,Backpack,"You said “I come in peace” so I took you home I gave you food and I gave you clothes I taught you how to move your feet when the rhythm's on Still you wanna leave cause you feel alone  You don’t know what they’re like, if they know that you’re alive They’re gonna try to take away the secrets of your planet's life I know you must be upset, you lost your family in a wreck But you gotta listen  Don’t try to find your spaceship They might be out there waiting Stay in my backpack forever Stay in my backpack forever You know I gotta find my spaceship, my planet’s outside there waiting, I can’t stay in your backpack forever Stay in your backpack  Before you came around I was in a rut Didn’t have a friend, didn’t know what it was You taught how to dream and how to love You’re my best friend please listen to me  You don’t know what they’re like, if they know that you’re alive They’re gonna try to take away the secrets of your planet's life I know you must be upset, you lost your family in a wreck But you gotta listen  Don’t try to find your spaceship They might be out there waiting Stay in my backpack forever Stay in my backpack forever You know I gotta find my spaceship, my planet’s outside there waiting, I can’t stay in your backpack forever Stay in your backpack  Greetings, I fell from the sky I’m from a different world I use Lil Wayne as a disguise And my flying saucer crashed, I’m the only one that survived I’ve only taking over this planet since I arrived I’m in a backpack, I’m ducking Men in Black Yeah, I’m an alien, my swag is outta this world Different galaxy, they try to capture me When I die they gonna name this planet after me Wayne’s world   Don’t try to find your spaceship They might be out there waiting Stay in my backpack forever Stay in my backpack forever You know I gotta find my spaceship, my planet’s outside there waiting, I can’t stay in your backpack forever Stay in your backpack  On our planet we don't kill one another We don't take love for granted It's a gift from the mother In your planet, you are filled with greed and false belief We came here to bring you peace",406
189,189,Justin Bieber,pop,Running Over,"From the beginning, it was ending We were emotionally pending Jeopardy, second guessing Got all the questions to my answers  Keep runnin' over me with your lovin' I'm only right here for your consumption Keep runnin' over me with your lovin' Lookin' like it's turnin' into something  Wednesday It feel like a Tuesday when you met me I remember it like it was yesterday You just said, ""Hello,"" I lost my sanity Thought you was lookin' through me Then you made me laugh with personality When you said goodbye that was a tragedy Had to get a lesson in anatomy You just ran me over Look out, watch out, got me on the defense Thought love at first sight was just a false pretense Took my hat off, made me pledge allegiance Everything was in divine sequence  Keep runnin' over me with your lovin' I'm only right here for your consumption Keep runnin' over me with your lovin' Lookin' like it's turnin' into something  Better that than turnin' into nothing (Way-oh, way-oh) Ain't no interruptin' this eruption (Way-oh, way-oh)  LD, uh I believe in love Girl, you got my hopes all up When I left you, when I met you I called mom and told her 'bout it I got all up on your IG and was scrollin' down for hours I got back to 2015 and you started lookin' young, so I stopped (Ooh) Post intercourse when you walk by (Ass, ass, ass) More buns than a Shop Rite (Woah) And you wanna sleep over my crib? Let me go and get you a soft t-shirt, here (Soft tee) What are our kids gonna be like? (Hmm) What is your skin routine like? Girl, just run around bed with me I'll flirt with you all cleverly I'll lock you down, Pat Beverley I'll kiss your breasts all tenderly, what's up? (Breast) How you so hot and cute? (How?) I wanna make a language up with you You're already drivin' me crazy, so just  Keep runnin' over me with your lovin' I'm only right here for your consumption Keep runnin' over me with your lovin' Lookin' like it's turnin' into something  Better that than turnin' into nothing  (Way-oh, way-oh) Ain't no interruptin' this eruption  (Way-oh, way-oh)",376
190,190,Justin Bieber,pop,Looking For You,"Guala, what's up Migos? What up JB? It's time to go to the club Time to pull those toys out man skrr Let's do it  Hey where the party at? Let's go, let's ride, Let's roll Yeah, everywhere I go them girls follow, na, na, na, na Let everybody know that I'm here tonight, as soon as I walk in the door Hey, pretty lady I think I need you in my life, in fact I know I need you for sure  Tonight might be the night You might mess around and fall in love And then I might be the guy That'll make you want to fall in love again Girl, what's your name? Happy that you came I'm the man in this, stick with me, you can't lose Looking everywhere around the world, don't you know, girl that I'll be looking for you  Is it her? Lookin' for you, lookin' for you I'm not paparazzi or a stalker She right in front of me looking for you, looking for you Not the feds or a cop  I got money in my pocket and I ain't afraid to spend it Ain't a problem baby girl, when you’re winning Tell me what you wanna do, we can make a move now Girl you ain't gotta fight the feelin', tell me why you grinning I think you're likin' what I'm sayin' Do I really gotta say any more? You need to know that I ain't playin' Baby what are we waitin' for?  Tonight might be the night You might mess around and fall in love And then I might be the guy That'll make you want to fall in love again Girl, what's your name? Happy that you came I'm the man in this, stick with me, you can't lose Looking everywhere around the world, don't you know, girl that I'll be looking for you  Is it her? Lookin' for you, lookin' for you I'm not paparazzi or a stalker She right in front of me looking for you, looking for you Not the feds or a cop  Bad bitches in the party, alcohol on me Tell the waitress put the sparklers on my 20 PTs (lean!) I asked her what's her name, got to know she said Hannah On the way to the mansion, said she loved the Panamera In the trap with J. Bieber with my phone chirpin' like beepers Mona Lisa, Anna Mae is in the pot when I beat her Take her 'cross the country, I got plugs on the Visa Cut your man off little mama, you don't need him  Yeen never seen a nigga like me Hopping out, Giussepe steppin' with a mink, gold chain, Mr. T In the summer, in a V12 Hummer with the leather seats Would tell you 'bout my mansion but I think they watchin' me I'm a vegetarian All I want is some lettuce and some broccoli Mansion out in Beverly Yo bitch call me call me ""Your Majesty""  My bitch is so gorgeous, I might pay her mortgage I run to the money like Forrest My life is historic Travel 'round the world like I'm in orbit I take your bitch and dunk her like Ben Gordon I watch her like a telescope I beat it and kill it like I'm Lil TerRio I got your bitch, she watchin' me like Tyler Perry shows I'm young and I'm rich, ridin' in a Phantom Ghost I paint a picture for niggas like Michelangelo  Tonight might be the night You might mess around and fall in love And then I might be the guy That'll make you want to fall in love again Girl, what's your name? Happy that you came I'm the man in this, stick with me, you can't lose Looking everywhere around the world, don't you know, girl that I'll be looking for you  Is it her? Lookin' for you, lookin' for you I'm not paparazzi or a stalker She right in front of me looking for you, looking for you Not the feds or a cop",679
191,191,Justin Bieber,pop,Strong*,"There's no sophistication in my lack of patience I'm just wishing you were better at communication As I sit here steady waiting Wishing that you would call my name in  (Wishing I was better with the distance) It's cause you're the only one I'm really missing Nobody else would be forgiving Cause of all the love that you give me All of the love that you give me All of the love that you give me, give me (Wishing I was better at this damn thing Cause it's just been too long and I can't change) Wishing I was better at this damn thing Cause it's just been too long and I can't change  Gotta be strong, strong, strong Gotta be strong, strong, strong  What should I do? Should I go? Who do I talk to? Nobody knows Who knows the answer to all of my questions? When will I get over this, over this?  (Wishing I was better with the distance) It's cause you're the only one I'm really missing Nobody else would be forgiving Cause of all that love that you give me All of the love that you give me All of the love that you give me, give me (Wishing I was better at this damn thing Cause it's just been too long and I can't change) Wishing I was better at this damn thing Cause it's just been too long and I can't change  Gotta be strong, strong, strong Gotta be strong, strong, strong",249
192,192,Justin Bieber,pop,Hit the Ground,"I close my eyes, I take it slow Lay on down and let me rest my soul I've been so high, I've been so low I'm just tryna find my way back home  Can't help but roam My signal's gone Guess this journey's left me on my own I don't care why I'm alone, alone, alone  And if I could Forget about the way you love me Forget about the world we set in stone I'm dreaming with my eyes wide open now If only I could hit the ground I never thought that I'd be broken I never thought I'd be this far from home I'm dreaming with my eyes wide open now If only I could hit the ground If only I could hit the ground If only I could hit the ground  I close my eyes, I take it slow Lay on down and let me rest my soul I've been so high, I've been so low I'm just tryna find my way back home  Can't help but roam My signal's gone Guess this journey's left me on my own I don't care why I'm alone, alone, alone  And if I could Forget about the way you loved me Forget about the world we set in stone I'm dreaming with my eyes wide open now If only I could hit the ground I never thought that I'd be broken I never thought I'd be this far from home I'm dreaming with my eyes wide open now If only I could hit the ground If only I could hit the ground If only I could hit the ground  Take it one day at a time Reach for the stars now Ooh just leave the past behind That's a part of living, woah That's a part of living, woah, oh yeah  If only I could hit the ground Yeah, eh, eh, eh, if only I could If only I could hit the ground If I could hit the ground, right now, I would If only I could hit the ground If I could hit the ground Then I'd be falling down Yeah, woah if only I could hit it If only I could hit the ground If I could hit the ground Then I'd be touching down If only I could hit the ground",385
193,193,Justin Bieber,pop,Bad Day,"No I didn't think you would let me Down that easy, oh no girl And I didn't think it was over Until you walked away like it was nothing baby  And that moment was so hard for me to breathe, yeah Cause you took away the biggest part of me, yeah Life was so unpredictable, yeah Never thought a love like yours would leave me all alone, oh no Didn't waste any time But you had already made up your mind No sympathy Cause I was out of line, oh yeah  But I didn't think you would let me Down that easy, oh no girl And I didn't think it was over Until you walked away like it was nothing girl It was a bad day, hey girl I knew I was wrong, but you could've said goodbye baby It was a bad day, now I'm like woah It was a bad day, it was a bad day",158
